808000:	18      	CLC 
81ACE9:	20A695  	JSR $95A6
81ACEC:	200AAF  	JSR $AF0A
81ACEF:	209DA0  	JSR $A09D
81ACF2:	A909    	LDA #$09
81ACF4:	202DB2  	JSR $B22D
81ACF7:	223D8100	JSR $00813D
81ACFB:	A9F6    	LDA #$F6
81ACFD:	22B88382	JSR $8283B8
81AD01:	A94C    	LDA #$4C
81AD03:	227B8382	JSR $82837B
81AD07:	A908    	LDA #$08
81AD09:	22648382	JSR $828364
81AD0D:	A900    	LDA #$00
81AD0F:	8D0021  	STA $2100
81AD12:	9CF00F  	STZ $0FF0
81AD15:	9CF10F  	STZ $0FF1
81AD18:	9C4100  	STZ $0041
81AD1B:	22098382	JSR $828309
81AD1F:	AD4100  	LDA $0041
81AD22:	F0F7    	BEQ $AD1B
81AD24:	20A695  	JSR $95A6
81AD27:	2001A1  	JSR $A101
81AD2A:	20E888  	JSR $88E8
81AD2D:	CEF00F  	DEC $0FF0
81AD30:	10E6    	BPL $AD18
81AD32:	A901    	LDA #$01
81AD34:	8DF00F  	STA $0FF0
81AD37:	ADF10F  	LDA $0FF1
81AD3A:	1A      	INC A
81AD3B:	C910    	CMP #$10
81AD3D:	F009    	BEQ $AD48
81AD3F:	8DF10F  	STA $0FF1
81AD42:	8F002100	STA $002100
81AD46:	80D0    	BRA $AD18
81AD48:	A960    	LDA #$60
81AD4A:	8DF00F  	STA $0FF0
81AD4D:	A909    	LDA #$09
81AD4F:	8DF10F  	STA $0FF1
81AD52:	9C4100  	STZ $0041
81AD55:	22098382	JSR $828309
81AD59:	AD4100  	LDA $0041
81AD5C:	F0F7    	BEQ $AD55
81AD5E:	20A695  	JSR $95A6
81AD61:	2001A1  	JSR $A101
81AD64:	20E888  	JSR $88E8
81AD67:	229D8482	JSR $82849D
81AD6B:	2074B2  	JSR $B274
81AD6E:	B028    	BCS $AD98
81AD70:	CEF00F  	DEC $0FF0
81AD73:	10DD    	BPL $AD52
81AD75:	A960    	LDA #$60
81AD77:	8DF00F  	STA $0FF0
81AD7A:	ADF10F  	LDA $0FF1
81AD7D:	3A      	DEC A
81AD7E:	3008    	BMI $AD88
81AD80:	8DF10F  	STA $0FF1
81AD83:	202DB2  	JSR $B22D
81AD86:	80CA    	BRA $AD52
81AD88:	9CF20F  	STZ $0FF2
81AD8B:	A2000F  	LDX #$0F00
81AD8E:	8EF00F  	STX $0FF0
81AD91:	A901    	LDA #$01
81AD93:	8DF30F  	STA $0FF3
81AD96:	8019    	BRA $ADB1
81AD98:	A901    	LDA #$01
81AD9A:	8DF20F  	STA $0FF2
81AD9D:	A2200F  	LDX #$0F20
81ADA0:	8EF00F  	STX $0FF0
81ADA3:	20A4B2  	JSR $B2A4
81ADA6:	AD8807  	LDA $0788
81ADA9:	208496  	JSR $9684
81ADAC:	A920    	LDA #$20
81ADAE:	8DF30F  	STA $0FF3
81ADB1:	9C4100  	STZ $0041
81ADB4:	AD4100  	LDA $0041
81ADB7:	F0FB    	BEQ $ADB4
81ADB9:	20A695  	JSR $95A6
81ADBC:	2001A1  	JSR $A101
81ADBF:	20E888  	JSR $88E8
81ADC2:	CEF30F  	DEC $0FF3
81ADC5:	D006    	BNE $ADCD
81ADC7:	A9F5    	LDA #$F5
81ADC9:	22B88382	JSR $8283B8
81ADCD:	CEF00F  	DEC $0FF0
81ADD0:	10DF    	BPL $ADB1
81ADD2:	A901    	LDA #$01
81ADD4:	8DF00F  	STA $0FF0
81ADD7:	ADF10F  	LDA $0FF1
81ADDA:	3A      	DEC A
81ADDB:	3008    	BMI $ADE5
81ADDD:	8DF10F  	STA $0FF1
81ADE0:	8D0021  	STA $2100
81ADE3:	80CC    	BRA $ADB1
81ADE5:	9C4D00  	STZ $004D
81ADE8:	9C4100  	STZ $0041
81ADEB:	AD4100  	LDA $0041
81ADEE:	F0FB    	BEQ $ADEB
81ADF0:	A9F6    	LDA #$F6
81ADF2:	22B88382	JSR $8283B8
81ADF6:	A980    	LDA #$80
81ADF8:	8D0021  	STA $2100
81ADFB:	9C4100  	STZ $0041
81ADFE:	CEB707  	DEC $07B7
81AE01:	ADF20F  	LDA $0FF2
81AE04:	AB      	PLB 
81AE05:	6B      	RTL
 
#########DMA TAISEN MAKE SUUJI###########
81AE06:	A288F3  	LDX #$F388
81AE09:	A00080  	LDY #$8000
81AE0C:	8EDD06  	STX $06DD
81AE0F:	8CE006  	STY $06E0
81AE12:	A905    	LDA #$05
81AE14:	8DDF06  	STA $06DF
81AE17:	A97E    	LDA #$7E
81AE19:	8DE206  	STA $06E2
81AE1C:	22F68182	JSR $8281F6
81AE20:	F40043  	PEA $4300
81AE23:	2B      	PLD 
81AE24:	A980    	LDA #$80
81AE26:	8D1521  	STA $2115
81AE29:	A20118  	LDX #$1801
81AE2C:	8670    	STX $70
81AE2E:	A20080  	LDX #$8000
81AE31:	A97E    	LDA #$7E
81AE33:	8672    	STX $72
81AE35:	8574    	STA $74
81AE37:	A20010  	LDX #$1000
81AE3A:	8E1621  	STX $2116
81AE3D:	A2000C  	LDX #$0C00
81AE40:	8675    	STX $75
81AE42:	A980    	LDA #$80
81AE44:	8D0B42  	STA $420B
81AE47:	60      	RTS

#######DISPLAY MAKE TEXT#########
81AE48:	8B      	PHB 
81AE49:	F47E7E  	PEA $7E7E
81AE4C:	AB      	PLB 
81AE4D:	AB      	PLB 
81AE4E:	ADD906  	LDA $06D9
81AE51:	F026    	BEQ $AE79
81AE53:	A01A02  	LDY #$021A
81AE56:	AD5534  	LDA $3455	score
81AE59:	20D2AE  	JSR $AED2	write suuji map
81AE5C:	A02202  	LDY #$0222
81AE5F:	AD2C3B  	LDA $3B2C
81AE62:	20D2AE  	JSR $AED2	write suuji map
81AE65:	A24A15  	LDX #$154A
81AE68:	8E2E22  	STX $222E
81AE6B:	E8      	INX 
81AE6C:	8E3022  	STX $2230
81AE6F:	A25A15  	LDX #$155A
81AE72:	8E6E22  	STX $226E
81AE75:	E8      	INX 
81AE76:	8E7022  	STX $2270
81AE79:	A22415  	LDX #$1524
81AE7C:	A0C404  	LDY #$04C4
81AE7F:	AD8807  	LDA $0788
81AE82:	F003    	BEQ $AE87
81AE84:	A0E404  	LDY #$04E4
81AE87:	C220    	REP #$20
81AE89:	A90200  	LDA #$0002
81AE8C:	8D0000  	STA $0000
81AE8F:	A90C00  	LDA #$000C
81AE92:	8D0200  	STA $0002
81AE95:	8A      	TXA 
81AE96:	991020  	STA $2010,Y
81AE99:	C8      	INY 
81AE9A:	C8      	INY 
81AE9B:	1A      	INC A
81AE9C:	CE0200  	DEC $0002
81AE9F:	D0F5    	BNE $AE96
81AEA1:	8A      	TXA 
81AEA2:	18      	CLC 
81AEA3:	691000  	ADC #$0010
81AEA6:	AA      	TAX 
81AEA7:	98      	TYA 
81AEA8:	18      	CLC 
81AEA9:	692800  	ADC #$0028
81AEAC:	A8      	TAY 
81AEAD:	CE0000  	DEC $0000
81AEB0:	D0DD    	BNE $AE8F
81AEB2:	E220    	SEP #$20
81AEB4:	ADD906  	LDA $06D9
81AEB7:	D014    	BNE $AECD
81AEB9:	A2B0B1  	LDX #$B1B0
81AEBC:	A01424  	LDY #$2414
81AEBF:	2039A0  	JSR $A039
81AEC2:	ADB707  	LDA $07B7
81AEC5:	8D6A24  	STA $246A
81AEC8:	A902    	LDA #$02
81AECA:	8D6B24  	STA $246B
81AECD:	203DB0  	JSR $B03D	display serifu
81AED0:	AB      	PLB 
81AED1:	60      	RTS

#####WRITE MAKE SUUJI MAP#######
81AED2:	9C0000  	STZ $0000
81AED5:	38      	SEC 
81AED6:	E90A    	SBC #$0A
81AED8:	9005    	BCC $AEDF
81AEDA:	EE0000  	INC $0000
81AEDD:	80F6    	BRA $AED5
81AEDF:	18      	CLC 
81AEE0:	690A    	ADC #$0A
81AEE2:	C220    	REP #$20
81AEE4:	29FF00  	AND #$00FF
81AEE7:	094015  	ORA #$1540
81AEEA:	991220  	STA $2012,Y
81AEED:	18      	CLC 
81AEEE:	691000  	ADC #$0010
81AEF1:	995220  	STA $2052,Y
81AEF4:	AD0000  	LDA $0000
81AEF7:	29FF00  	AND #$00FF
81AEFA:	094015  	ORA #$1540
81AEFD:	991020  	STA $2010,Y
81AF00:	18      	CLC 
81AF01:	691000  	ADC #$0010
81AF04:	995020  	STA $2050,Y
81AF07:	E220    	SEP #$20
81AF09:	60      	RTS


######DISPLAY TAISEN MAKE TEXT#########
81B03D:	8B      	PHB 
81B03E:	4B      	PHK 
81B03F:	AB      	PLB 
81B040:	C220    	REP #$20
81B042:	AD8807  	LDA $0788
81B045:	29FF00  	AND #$00FF
81B048:	D009    	BNE $B053
81B04A:	A03424  	LDY #$2434
81B04D:	AF293B7E	LDA $7E3B29	teki
81B051:	8007    	BRA $B05A
81B053:	A01424  	LDY #$2414
81B056:	AF52347E	LDA $7E3452	aite
81B05A:	29FF00  	AND #$00FF
81B05D:	0A      	ASL A
81B05E:	AA      	TAX 
81B05F:	BD6AB0  	LDA $B06A,X
81B062:	AA      	TAX 
81B063:	E220    	SEP #$20
81B065:	2039A0  	JSR $A039
81B068:	AB      	PLB 
81B069:	60      	RTS

#######KYARA SENTAKU#########
81B2D3:	ADD906  	LDA $06D9		1p,2p mode
81B2D6:	D007    	BNE $B2DF
81B2D8:	ADDA06  	LDA $06DA	stage
81B2DB:	C902    	CMP #$02
81B2DD:	B003    	BCS $B2E2
81B2DF:	4C06B4  	JMP $B406	1p mode

########CUTSCENE##########
81B2E2:	8B      	PHB 
81B2E3:	A980    	LDA #$80
81B2E5:	8D0021  	STA $2100
81B2E8:	A9F6    	LDA #$F6
81B2EA:	22B88382	JSR $8283B8	sfx
81B2EE:	A21C9D  	LDX #$9D1C
81B2F1:	22318200	JSR $008231	ppu setting
81B2F5:	226A8200	JSR $00826A	init oam tbl
81B2F9:	2007B4  	JSR $B407		dma bg1,2 set
81B2FC:	20C2B4  	JSR $B4C2	dma bg1 map
81B2FF:	207EB5  	JSR $B57E	write color
81B302:	2051B5  	JSR $B551	dma bg2 map
81B305:	20AFB5  	JSR $B5AF	hdma table
81B308:	ADDA06  	LDA $06DA	stage
81B30B:	C908    	CMP #$08
81B30D:	F004    	BEQ $B313
81B30F:	A90A    	LDA #$0A
81B311:	8002    	BRA $B315
81B313:	A90C    	LDA #$0C
81B315:	22648382	JSR $828364		bgm
81B319:	A900    	LDA #$00
81B31B:	8D0021  	STA $2100
81B31E:	9CF00F  	STZ $0FF0
81B321:	9CF10F  	STZ $0FF1
81B324:	9C2008  	STZ $0820
81B327:	9C2108  	STZ $0821
81B32A:	9C2208  	STZ $0822
81B32D:	A901    	LDA #$01
81B32F:	8D2308  	STA $0823
81B332:	A20060  	LDX #$6000
81B335:	8E2408  	STX $0824
81B338:	A902    	LDA #$02
81B33A:	8D4D00  	STA $004D
81B33D:	9CDC06  	STZ $06DC
81B340:	9C4100  	STZ $0041
81B343:	AD4100  	LDA $0041
81B346:	F0FB    	BEQ $B343
81B348:	20A8C1  	JSR $C1A8  stage 8 effect
81B34B:	2051B5  	JSR $B551
81B34E:	A900    	LDA #$00
81B350:	EB      	XBA 
81B351:	ADDC06  	LDA $06DC
81B354:	0A      	ASL
81B355:	AA      	TAX 
81B356:	7C59B3  	JMP ($B359,x)
81B359:
dw $B361, $B38D, $B3CA, $B402

81B361:	2000C1  	JSR $C100	check stage 8
81B364:	CEF00F  	DEC $0FF0
81B367:	1021    	BPL $B38A
81B369:	A901    	LDA #$01
81B36B:	8DF00F  	STA $0FF0
81B36E:	ADF10F  	LDA $0FF1
81B371:	1A      	INC A
81B372:	C910    	CMP #$10
81B374:	F009    	BEQ $B37F
81B376:	8DF10F  	STA $0FF1
81B379:	8F002100	STA $002100
81B37D:	800B    	BRA $B38A
81B37F:	20E4B5  	JSR $B5E4	write text pos
81B382:	A903    	LDA #$03
81B384:	8D4D00  	STA $004D
81B387:	EEDC06  	INC $06DC
81B38A:	4C40B3  	JMP $B340

81B38D:	229D8482	JSR $82849D	pad
81B391:	2000C1  	JSR $C100	check stage 8
81B394:	200DB6  	JSR $B60D	txt shori
81B397:	B01B    	BCS $B3B4
81B399:	22A58382	JSR $8283A5
81B39D:	AD2200  	LDA $0022
81B3A0:	2980    	AND #$80
81B3A2:	F005    	BEQ $B3A9
81B3A4:	A901    	LDA #$01
81B3A6:	8D0808  	STA $0808
81B3A9:	AD2300  	LDA $0023
81B3AC:	2910    	AND #$10
81B3AE:	F017    	BEQ $B3C7
81B3B0:	A900    	LDA #$00
81B3B2:	8002    	BRA $B3B6
81B3B4:	A980    	LDA #$80
81B3B6:	8DF00F  	STA $0FF0
81B3B9:	A90F    	LDA #$0F
81B3BB:	8DF10F  	STA $0FF1
81B3BE:	A9F5    	LDA #$F5
81B3C0:	22B88382	JSR $8283B8
81B3C4:	EEDC06  	INC $06DC
81B3C7:	4C40B3  	JMP $B340

81B3CA:	200DB6  	JSR $B60D
81B3CD:	2000C1  	JSR $C100
81B3D0:	22A58382	JSR $8283A5
81B3D4:	CEF00F  	DEC $0FF0
81B3D7:	1026    	BPL $B3FF
81B3D9:	A902    	LDA #$02
81B3DB:	8DF00F  	STA $0FF0
81B3DE:	ADF10F  	LDA $0FF1
81B3E1:	3A      	DEC A
81B3E2:	3009    	BMI $B3ED
81B3E4:	8DF10F  	STA $0FF1
81B3E7:	8F002100	STA $002100
81B3EB:	8012    	BRA $B3FF
81B3ED:	A9F6    	LDA #$F6
81B3EF:	22B88382	JSR $8283B8
81B3F3:	A980    	LDA #$80
81B3F5:	8F002100	STA $002100
81B3F9:	9C4D00  	STZ $004D
81B3FC:	EEDC06  	INC $06DC
81B3FF:	4C40B3  	JMP $B340

81B402:	9C4100  	STZ $0041
81B405:	AB      	PLB 
81B406:	6B      	RTL

81B407:	8B      	PHB 
81B408:	F40000  	PEA $0000
81B40B:	AB      	PLB 
81B40C:	AB      	PLB 
81B40D:	A20080  	LDX #$8000
81B410:	A91E    	LDA #$1E
81B412:	8EDD06  	STX $06DD
81B415:	8DDF06  	STA $06DF
81B418:	A20080  	LDX #$8000
81B41B:	A97E    	LDA #$7E
81B41D:	8EE006  	STX $06E0
81B420:	8DE206  	STA $06E2
81B423:	22F68182	JSR $8281F6
81B427:	A900    	LDA #$00
81B429:	EB      	XBA 
81B42A:	ADDA06  	LDA $06DA
81B42D:	3A      	DEC A
81B42E:	3A      	DEC A
81B42F:	8D0000  	STA $0000
81B432:	0A      	ASL
81B433:	18      	CLC 
81B434:	6D0000  	ADC $0000
81B437:	A8      	TAY 
81B438:	BE6C9D  	LDX $9D6C,Y
81B43B:	B96E9D  	LDA $9D6E,Y
81B43E:	8EDD06  	STX $06DD
81B441:	8DDF06  	STA $06DF
81B444:	A20088  	LDX #$8800
81B447:	A97E    	LDA #$7E
81B449:	8EE006  	STX $06E0
81B44C:	8DE206  	STA $06E2
81B44F:	22F68182	JSR $8281F6
81B453:	A900    	LDA #$00
81B455:	EB      	XBA 
81B456:	ADDA06  	LDA $06DA
81B459:	3A      	DEC A
81B45A:	3A      	DEC A
81B45B:	8D0000  	STA $0000
81B45E:	0A      	ASL
81B45F:	18      	CLC 
81B460:	6D0000  	ADC $0000
81B463:	A8      	TAY 
81B464:	BE819D  	LDX $9D81,Y
81B467:	B9839D  	LDA $9D83,Y
81B46A:	8EDD06  	STX $06DD
81B46D:	8DDF06  	STA $06DF
81B470:	A200A4  	LDX #$A400
81B473:	A97E    	LDA #$7E
81B475:	8EE006  	STX $06E0
81B478:	8DE206  	STA $06E2
81B47B:	22F68182	JSR $8281F6
81B47F:	A2A989  	LDX #$89A9
81B482:	A905    	LDA #$05
81B484:	8EDD06  	STX $06DD
81B487:	8DDF06  	STA $06DF
81B48A:	A200C0  	LDX #$C000
81B48D:	A97E    	LDA #$7E
81B48F:	8EE006  	STX $06E0
81B492:	8DE206  	STA $06E2
81B495:	22F68182	JSR $8281F6
81B499:	F40043  	PEA $4300
81B49C:	2B      	PLD 
81B49D:	A980    	LDA #$80
81B49F:	8D1521  	STA $2115
81B4A2:	A20118  	LDX #$1801
81B4A5:	8670    	STX $70
81B4A7:	A20080  	LDX #$8000
81B4AA:	A97E    	LDA #$7E
81B4AC:	8672    	STX $72
81B4AE:	8574    	STA $74
81B4B0:	A20000  	LDX #$0000
81B4B3:	8E1621  	STX $2116
81B4B6:	A20060  	LDX #$6000
81B4B9:	8675    	STX $75
81B4BB:	A980    	LDA #$80
81B4BD:	8D0B42  	STA $420B
81B4C0:	AB      	PLB 
81B4C1:	60      	RTS
 
81B4C2:	8B      	PHB 
81B4C3:	C220    	REP #$20
81B4C5:	A20080  	LDX #$8000
81B4C8:	A00180  	LDY #$8001
81B4CB:	A90000  	LDA #$0000
81B4CE:	8F00807E	STA $7E8000
81B4D2:	A9FF07  	LDA #$07FF
81B4D5:	547E7E  	MVN $7E,$7E
81B4D8:	E220    	SEP #$20
81B4DA:	F40000  	PEA $0000
81B4DD:	AB      	PLB 
81B4DE:	AB      	PLB 
81B4DF:	A900    	LDA #$00
81B4E1:	EB      	XBA 
81B4E2:	ADDA06  	LDA $06DA
81B4E5:	3A      	DEC A
81B4E6:	3A      	DEC A
81B4E7:	8D0000  	STA $0000
81B4EA:	0A      	ASL
81B4EB:	18      	CLC 
81B4EC:	6D0000  	ADC $0000
81B4EF:	A8      	TAY 
81B4F0:	BE969D  	LDX $9D96,Y
81B4F3:	E0FFFF  	CPX #$FFFF
81B4F6:	F018    	BEQ $B510
81B4F8:	B9989D  	LDA $9D98,Y
81B4FB:	8EDD06  	STX $06DD
81B4FE:	8DDF06  	STA $06DF
81B501:	A20080  	LDX #$8000
81B504:	A97E    	LDA #$7E
81B506:	8EE006  	STX $06E0
81B509:	8DE206  	STA $06E2
81B50C:	22F68182	JSR $8281F6
81B510:	F40043  	PEA $4300
81B513:	2B      	PLD 
81B514:	A980    	LDA #$80
81B516:	8D1521  	STA $2115
81B519:	A20118  	LDX #$1801
81B51C:	8670    	STX $70
81B51E:	A20080  	LDX #$8000
81B521:	A97E    	LDA #$7E
81B523:	8672    	STX $72
81B525:	8574    	STA $74
81B527:	A20030  	LDX #$3000
81B52A:	8E1621  	STX $2116
81B52D:	A20010  	LDX #$1000
81B530:	8675    	STX $75
81B532:	A980    	LDA #$80
81B534:	8D0B42  	STA $420B
81B537:	A20585  	LDX #$8505
81B53A:	A91E    	LDA #$1E
81B53C:	8EDD06  	STX $06DD
81B53F:	8DDF06  	STA $06DF
81B542:	A20010  	LDX #$1000
81B545:	8EE006  	STX $06E0
81B548:	9CE206  	STZ $06E2
81B54B:	22F68182	JSR $8281F6
81B54F:	AB      	PLB 
81B550:	60      	RTS
 
81B551:	8B      	PHB 
81B552:	F40000  	PEA $0000
81B555:	AB      	PLB 
81B556:	AB      	PLB 
81B557:	F40043  	PEA $4300
81B55A:	2B      	PLD 
81B55B:	A980    	LDA #$80
81B55D:	8D1521  	STA $2115
81B560:	A20118  	LDX #$1801
81B563:	8670    	STX $70
81B565:	A20010  	LDX #$1000
81B568:	8672    	STX $72
81B56A:	6474    	STZ $74
81B56C:	A20034  	LDX #$3400
81B56F:	8E1621  	STX $2116
81B572:	A20008  	LDX #$0800
81B575:	8675    	STX $75
81B577:	A980    	LDA #$80
81B579:	8D0B42  	STA $420B
81B57C:	AB      	PLB 
81B57D:	60      	RTS
 
81B57E:	8B      	PHB 
81B57F:	F40000  	PEA $0000
81B582:	AB      	PLB 
81B583:	AB      	PLB 
81B584:	C220    	REP #$20
81B586:	A2AB9D  	LDX #$9DAB
81B589:	A08E00  	LDY #$008E
81B58C:	A91F00  	LDA #$001F
81B58F:	540000  	MVN $00,$00
81B592:	ADDA06  	LDA $06DA
81B595:	3A      	DEC A
81B596:	3A      	DEC A
81B597:	29FF00  	AND #$00FF
81B59A:	EB      	XBA 
81B59B:	4A      	LSR A
81B59C:	4A      	LSR A
81B59D:	18      	CLC 
81B59E:	69CB9D  	ADC #$9DCB
81B5A1:	AA      	TAX 
81B5A2:	A0AE00  	LDY #$00AE
81B5A5:	A93F00  	LDA #$003F
81B5A8:	540000  	MVN $00,$00
81B5AB:	E220    	SEP #$20
81B5AD:	AB      	PLB 
81B5AE:	60      	RTS

###WRITE SCROLL HDMA TABLE#####
81B5AF:	8B      	PHB 
81B5B0:	C220    	REP #$20
81B5B2:	A25B9D  	LDX #$9D5B
81B5B5:	A01008  	LDY #$0810
81B5B8:	A90900  	LDA #$0009
81B5BB:	540000  	MVN $00,$00
81B5BE:	E220    	SEP #$20
81B5C0:	0B      	PHD 
81B5C1:	F40043  	PEA $4300
81B5C4:	2B      	PLD 
81B5C5:	A20210  	LDX #$1002
81B5C8:	8600    	STX $00
81B5CA:	A21008  	LDX #$0810
81B5CD:	8602    	STX $02
81B5CF:	6404    	STZ $04
81B5D1:	6407    	STZ $07
81B5D3:	A2002C  	LDX #$2C00
81B5D6:	8610    	STX $10
81B5D8:	A2659D  	LDX #$9D65
81B5DB:	8612    	STX $12
81B5DD:	6414    	STZ $14
81B5DF:	6417    	STZ $17
81B5E1:	2B      	PLD 
81B5E2:	AB      	PLB 
81B5E3:	60      	RTS
 
81B5E4:	A900    	LDA #$00
81B5E6:	EB      	XBA 
81B5E7:	ADDA06  	LDA $06DA
81B5EA:	3A      	DEC A
81B5EB:	3A      	DEC A
81B5EC:	0A      	ASL
81B5ED:	A8      	TAY 
81B5EE:	8B      	PHB 
81B5EF:	4B      	PHK 
81B5F0:	AB      	PLB 
81B5F1:	BE06B7  	LDX $B706,Y
81B5F4:	8E0208  	STX $0802
81B5F7:	A20605  	LDX #$0506
81B5FA:	8E0408  	STX $0804
81B5FD:	A20000  	LDX #$0000
81B600:	8E0008  	STX $0800
81B603:	A903    	LDA #$03
81B605:	8D0608  	STA $0806
81B608:	9C0808  	STZ $0808
81B60B:	AB      	PLB 
81B60C:	60      	RTS

#####Write text tilemap#######
81B60D:	A900    	LDA #$00
81B60F:	EB      	XBA 
81B610:	AD0008  	LDA $0800
81B613:	0A      	ASL
81B614:	AA      	TAX 
81B615:	7C18B6  	JMP ($B618,x)
81B618:
	dw $B61E, $B6CB, $B6FB
81B61E:	CE0108  	DEC $0801		timer
81B621:	3003    	BMI $B626
81B623:	4CC9B6  	JMP $B6C9
81B626:	A908    	LDA #$08
81B628:	8D0108  	STA $0801		timer
81B62B:	AE0208  	LDX $0802		txt pos
81B62E:	AC0408  	LDY $0804		map pos
81B631:	C220    	REP #$20
81B633:	8B      	PHB 
81B634:	4B      	PHK 
81B635:	AB      	PLB 
81B636:	BD0000  	LDA $0000,x		read text
81B639:	E8      	INX 
81B63A:	29FF00  	AND #$00FF
81B63D:	C9FF00  	CMP #$00FF
81B640:	D007    	BNE $B649
81B642:	AB      	PLB 
81B643:	E220    	SEP #$20
81B645:	38      	SEC 
81B646:	4CCAB6  	JMP $B6CA
81B649:	C9FD00  	CMP #$00FD	ankoku
81B64C:	D00B    	BNE $B659
81B64E:	E220    	SEP #$20
81B650:	A901    	LDA #$01
81B652:	8D2008  	STA $0820	irq mode?
81B655:	C220    	REP #$20
81B657:	80DD    	BRA $B636
81B659:	C9FE00  	CMP #$00FE  line
81B65C:	D02E    	BNE $B68C
81B65E:	98      	TYA 
81B65F:	29C0FF  	AND #$FFC0
81B662:	18      	CLC 
81B663:	698600  	ADC #$0086
81B666:	A8      	TAY 
81B667:	E220    	SEP #$20
81B669:	8E0208  	STX $0802
81B66C:	8C0408  	STY $0804
81B66F:	CE0608  	DEC $0806	remain line
81B672:	D011    	BNE $B685
81B674:	A20000  	LDX #$0000
81B677:	8E1708  	STX $0817
81B67A:	9C0808  	STZ $0808
81B67D:	A901    	LDA #$01
81B67F:	8D0008  	STA $0800
81B682:	4CC8B6  	JMP $B6C8
81B685:	A910    	LDA #$10
81B687:	8D0108  	STA $0801
81B68A:	803C    	BRA $B6C8
81B68C:	090002  	ORA #$0200
81B68F:	994010  	STA $1040,Y
81B692:	BD0000  	LDA $0000,x
81B695:	29FF00  	AND #$00FF
81B698:	C98700  	CMP #$0087
81B69B:	F00F    	BEQ $B6AC
81B69D:	C98800  	CMP #$0088
81B6A0:	F00A    	BEQ $B6AC
81B6A2:	C9C700  	CMP #$00C7
81B6A5:	F005    	BEQ $B6AC
81B6A7:	C9C800  	CMP #$00C8
81B6AA:	D007    	BNE $B6B3
81B6AC:	090002  	ORA #$0200
81B6AF:	990010  	STA $1000,Y
81B6B2:	E8      	INX 
81B6B3:	C8      	INY 
81B6B4:	C8      	INY 
81B6B5:	8E0208  	STX $0802
81B6B8:	8C0408  	STY $0804
81B6BB:	AD0808  	LDA $0808
81B6BE:	29FF00  	AND #$00FF
81B6C1:	F003    	BEQ $B6C6
81B6C3:	4C36B6  	JMP $B636

81B6C6:	E220    	SEP #$20
81B6C8:	AB      	PLB 
81B6C9:	18      	CLC 
81B6CA:	60      	RTS

###### SCROLL #########
81B6CB:	AE1708  	LDX $0817
81B6CE:	E8      	INX 
81B6CF:	8E1708  	STX $0817
81B6D2:	E01000  	CPX #$0010
81B6D5:	9022    	BCC $B6F9
81B6D7:	8B      	PHB 
81B6D8:	C220    	REP #$20
81B6DA:	A28015  	LDX #$1580
81B6DD:	A00015  	LDY #$1500
81B6E0:	A97F01  	LDA #$017F
81B6E3:	540000  	MVN $00,$00
81B6E6:	E220    	SEP #$20
81B6E8:	AB      	PLB 
81B6E9:	A20606  	LDX #$0606
81B6EC:	8E0408  	STX $0804
81B6EF:	A901    	LDA #$01
81B6F1:	8D0608  	STA $0806
81B6F4:	A902    	LDA #$02
81B6F6:	8D0008  	STA $0800
81B6F9:	18      	CLC 
81B6FA:	60      	RTS

######End Scroll##########
81B6FB:	A20000  	LDX #$0000
81B6FE:	8E1708  	STX $0817
81B701:	9C0008  	STZ $0800
81B704:	18      	CLC 
81B705:	60      	RTS

81C100:	ADDA06  	LDA $06DA	stage
81C103:	C908    	CMP #$08
81C105:	F003    	BEQ $C10A
81C107:	4C76C1  	JMP $C176
81C10A:	CE2108  	DEC $0821
81C10D:	1025    	BPL $C134
81C10F:	A904    	LDA #$04
81C111:	8D2108  	STA $0821
81C114:	C220    	REP #$20
81C116:	A20000  	LDX #$0000
81C119:	BDAE00  	LDA $00AE,x
81C11C:	8D0000  	STA $0000
81C11F:	BDCE00  	LDA $00CE,x
81C122:	9DAE00  	STA $00AE,x
81C125:	AD0000  	LDA $0000
81C128:	9DCE00  	STA $00CE,x
81C12B:	E8      	INX 
81C12C:	E8      	INX 
81C12D:	E02000  	CPX #$0020
81C130:	90E7    	BCC $C119
81C132:	E220    	SEP #$20
81C134:	AD2008  	LDA $0820
81C137:	F02B    	BEQ $C164
81C139:	CE2208  	DEC $0822
81C13C:	101B    	BPL $C159
81C13E:	A902    	LDA #$02
81C140:	8D2208  	STA $0822
81C143:	C220    	REP #$20
81C145:	ADCA00  	LDA $00CA
81C148:	2077C1  	JSR $C177
81C14B:	8DCA00  	STA $00CA
81C14E:	ADEA00  	LDA $00EA
81C151:	2077C1  	JSR $C177
81C154:	8DEA00  	STA $00EA
81C157:	E220    	SEP #$20
81C159:	CE2308  	DEC $0823
81C15C:	D006    	BNE $C164
81C15E:	A947    	LDA #$47
81C160:	22448482	JSR $828444
81C164:	AD2508  	LDA $0825
81C167:	F00D    	BEQ $C176
81C169:	CE2408  	DEC $0824
81C16C:	1008    	BPL $C176
81C16E:	A902    	LDA #$02
81C170:	8D2408  	STA $0824
81C173:	CE2508  	DEC $0825
81C176:	60      	RTS

81C177:	8D0000  	STA $0000
81C17A:	29007C  	AND #$7C00
81C17D:	C9007C  	CMP #$7C00
81C180:	F004    	BEQ $C186
81C182:	18      	CLC 
81C183:	690004  	ADC #$0400
81C186:	8D0200  	STA $0002
